;Id;TA_RULE;TA_COUNTER;TA_TOKEN;TA_LANGUAGE;TA_TYPE;TA_NORMALIZED;TA_STEM;TA_PARAGRAPH;TA_SENTENCE;TA_CREATED_AT;TA_OFFSET;TA_PARENT
213;805551062031548416;Entity Extraction;6;https://t.co/BZLpUfxRvn;en;URI/URL;;;1;2;Mon, 05 Dec 2016 05:19:06 GMT;117;Error in reading value (type 4): rs.getBigInt(...) is null
473;805543752190361601;Entity Extraction;6;islamaphobia;en;Topic;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;81;4
604;805540681963827200;Entity Extraction;6;love hearing him;en;Sentiment;;;1;2;Mon, 05 Dec 2016 05:19:07 GMT;67;Error in reading value (type 4): rs.getBigInt(...) is null
64;805550732762083328;Entity Extraction;6;Farce;en;Topic;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;48;3
465;805543850316070912;Entity Extraction;6;Avoid;en;WeakNegativeSentiment;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;75;4
319;805545660300795904;Entity Extraction;6;Charolette;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;61;Error in reading value (type 4): rs.getBigInt(...) is null
219;805549845633179650;Entity Extraction;6;GreenParty;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;109;Error in reading value (type 4): rs.getBigInt(...) is null
117;805550304586596358;Entity Extraction;6;uber;en;PERSON;;;1;2;Mon, 05 Dec 2016 05:19:06 GMT;119;Error in reading value (type 4): rs.getBigInt(...) is null
449;805544291993092096;Entity Extraction;6;Has 'Mandate;en;Topic;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;35;2
326;805545604445327362;Entity Extraction;6;JillStein;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;62;Error in reading value (type 4): rs.getBigInt(...) is null
672;805541363345461248;Entity Extraction;6;love hearing him;en;Sentiment;;;1;2;Mon, 05 Dec 2016 05:19:07 GMT;67;Error in reading value (type 4): rs.getBigInt(...) is null
666;805541773414203392;Entity Extraction;6;https://t.co/jzkHaAOlqY;en;URI/URL;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;89;Error in reading value (type 4): rs.getBigInt(...) is null
596;805543334789992448;Entity Extraction;6;PENNSYLVANIA;en;Topic;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;26;4
6;805547576661516288;Entity Extraction;6;Election;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;101;Error in reading value (type 4): rs.getBigInt(...) is null
164;805549985353891845;Entity Extraction;6;need to know;en;ContactRequest;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;61;5
441;805544067597828096;Entity Extraction;6;https://t.co/1MIxJz9XMF;en;URI/URL;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;83;Error in reading value (type 4): rs.getBigInt(...) is null
336;805545388937740288;Entity Extraction;6;JillStein;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;62;Error in reading value (type 4): rs.getBigInt(...) is null
227;805549461434994688;Entity Extraction;6;Post-Truth Society MT;en;ORGANIZATION/OTHER;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;81;Error in reading value (type 4): rs.getBigInt(...) is null
124;805549812959629312;Entity Extraction;6;https://t.co/656HFkMH3n;en;URI/URL;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;82;Error in reading value (type 4): rs.getBigInt(...) is null
584;805540099803021316;Entity Extraction;6;@etribune;en;SOCIAL_MEDIA/ID_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;114;Error in reading value (type 4): rs.getBigInt(...) is null
235;805549420418859008;Entity Extraction;6;right on target;en;Sentiment;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;73;Error in reading value (type 4): rs.getBigInt(...) is null
19;805547470109503488;Entity Extraction;6;Election;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;101;Error in reading value (type 4): rs.getBigInt(...) is null
433;805544401833488385;Entity Extraction;6;PENNSYLVANIA;en;Topic;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;26;4
346;805545257643442176;Entity Extraction;6;JillStein;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;62;Error in reading value (type 4): rs.getBigInt(...) is null
51;805548441875136512;Entity Extraction;6;praise.-James;en;StrongPositiveSentiment;;;1;4;Mon, 05 Dec 2016 05:19:06 GMT;87;5
659;805542390861680640;Entity Extraction;6;#Patriotic;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;63;Error in reading value (type 4): rs.getBigInt(...) is null
174;805549533212114946;Entity Extraction;6;https://t.co/yHrGAxjPxU;en;URI/URL;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;98;Error in reading value (type 4): rs.getBigInt(...) is null
77;805549998385627136;Entity Extraction;6;Charolette;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;61;Error in reading value (type 4): rs.getBigInt(...) is null
426;805545039854059521;Entity Extraction;6;#Election2016;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;2;Mon, 05 Dec 2016 05:19:06 GMT;86;Error in reading value (type 4): rs.getBigInt(...) is null
356;805549680314687488;Entity Extraction;6;Ele;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;3;4;Mon, 05 Dec 2016 05:19:06 GMT;136;Error in reading value (type 4): rs.getBigInt(...) is null
647;805540933198639104;Entity Extraction;6;https://t.co/NYNEduxIxG;en;URI/URL;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;92;Error in reading value (type 4): rs.getBigInt(...) is null
419;805545040911200257;Entity Extraction;6;BernieSanders;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;78;Error in reading value (type 4): rs.getBigInt(...) is null
362;805546908496240640;Entity Extraction;6;Trump;en;PERSON;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;24;Error in reading value (type 4): rs.getBigInt(...) is null
573;805540636640165888;Entity Extraction;6;Farce;en;Topic;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;48;3
246;805548912534847488;Entity Extraction;6;counties;en;Topic;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;77;5
180;805548731135381504;Entity Extraction;6;conflicts&;en;Topic;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;62;5
30;805547502736916480;Entity Extraction;6;HillaryClinton;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;99;Error in reading value (type 4): rs.getBigInt(...) is null
131;805549774678196225;Entity Extraction;6;https://t.co/npwPJn4n1H;en;URI/URL;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;81;Error in reading value (type 4): rs.getBigInt(...) is null
704;805540766433112064;Entity Extraction;6;love hearing him;en;Sentiment;;;1;2;Mon, 05 Dec 2016 05:19:07 GMT;67;Error in reading value (type 4): rs.getBigInt(...) is null
408;805545048452513792;Entity Extraction;6;Farce;en;Topic;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;48;3
387;805546375660322816;Entity Extraction;6;Scary;en;StrongNegativeSentiment;;;1;2;Mon, 05 Dec 2016 05:19:06 GMT;64;5
379;805546599908679680;Entity Extraction;6;#Stein;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;72;Error in reading value (type 4): rs.getBigInt(...) is null
641;805540956229562368;Entity Extraction;6;https://t.co/riFCpcEUNW;en;URI/URL;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;96;Error in reading value (type 4): rs.getBigInt(...) is null
501;805541119052288000;Entity Extraction;5;Crisis;en;MajorProblem;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;71;6
218;805549845633179650;Entity Extraction;5;JillStein;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;98;Error in reading value (type 4): rs.getBigInt(...) is null
989;805540003904307200;Entity Extraction;5;#Election2016;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;122;Error in reading value (type 4): rs.getBigInt(...) is null
755;805540012116742144;Entity Extraction;5;#Election2016;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;122;Error in reading value (type 4): rs.getBigInt(...) is null
750;805540012427120640;Entity Extraction;5;#Election2016;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;122;Error in reading value (type 4): rs.getBigInt(...) is null
745;805540013240786944;Entity Extraction;5;#Election2016;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;122;Error in reading value (type 4): rs.getBigInt(...) is null
108;805547865246461953;Entity Extraction;5;worth spending w/@mcrispinmiller re:the state;en;StrongPositiveSentiment;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;46;6
595;805543334789992448;Entity Extraction;5;PENNSYLVANIA;en;REGION/MAJOR;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;26;Error in reading value (type 4): rs.getBigInt(...) is null
226;805549461434994688;Entity Extraction;5;Doing Sociology;en;PROP_MISC;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;60;Error in reading value (type 4): rs.getBigInt(...) is null
984;805540004638244864;Entity Extraction;5;#Election2016;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;122;Error in reading value (type 4): rs.getBigInt(...) is null
929;805540006882263040;Entity Extraction;5;#Election2016;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;122;Error in reading value (type 4): rs.getBigInt(...) is null
924;805540007414927360;Entity Extraction;5;#Election2016;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;122;Error in reading value (type 4): rs.getBigInt(...) is null
590;805540014369087488;Entity Extraction;5;#Election2016;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;122;Error in reading value (type 4): rs.getBigInt(...) is null
740;805540013416951812;Entity Extraction;5;#Election2016;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;122;Error in reading value (type 4): rs.getBigInt(...) is null
735;805540013656064001;Entity Extraction;5;#Election2016;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;122;Error in reading value (type 4): rs.getBigInt(...) is null
234;805549420418859008;Entity Extraction;5;2011;en;YEAR;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;52;Error in reading value (type 4): rs.getBigInt(...) is null
730;805540013840613376;Entity Extraction;5;#Election2016;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;122;Error in reading value (type 4): rs.getBigInt(...) is null
116;805550304586596358;Entity Extraction;5;girl 1;en;Topic;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;54;1
919;805540007523983360;Entity Extraction;5;#Election2016;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;122;Error in reading value (type 4): rs.getBigInt(...) is null
914;805540006395641856;Entity Extraction;5;#Election2016;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;122;Error in reading value (type 4): rs.getBigInt(...) is null
583;805540099803021316;Entity Extraction;5;president;en;TITLE;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;71;Error in reading value (type 4): rs.getBigInt(...) is null
725;805540013865713664;Entity Extraction;5;#Election2016;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;122;Error in reading value (type 4): rs.getBigInt(...) is null
720;805540014046089216;Entity Extraction;5;#Election2016;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;122;Error in reading value (type 4): rs.getBigInt(...) is null
715;805540027325259777;Entity Extraction;5;#Election2016;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;122;Error in reading value (type 4): rs.getBigInt(...) is null
123;805549812959629312;Entity Extraction;5;HappyGrumpy Score History;en;PROP_MISC;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;56;Error in reading value (type 4): rs.getBigInt(...) is null
245;805548912534847488;Entity Extraction;5;counties we most need;en;Request;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;77;Error in reading value (type 4): rs.getBigInt(...) is null
38;805550499382575104;Entity Extraction;5;https://t.co/nykA7hjoBY;en;URI/URL;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;69;Error in reading value (type 4): rs.getBigInt(...) is null
979;805540005170905088;Entity Extraction;5;#Election2016;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;122;Error in reading value (type 4): rs.getBigInt(...) is null
11;805547517291151361;Entity Extraction;5;Election2016;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;85;Error in reading value (type 4): rs.getBigInt(...) is null
994;805540003170291712;Entity Extraction;5;#Election2016;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;122;Error in reading value (type 4): rs.getBigInt(...) is null
572;805540636640165888;Entity Extraction;5;Frivolous;en;WeakNegativeSentiment;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;38;3
909;805540007389720576;Entity Extraction;5;#Election2016;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;122;Error in reading value (type 4): rs.getBigInt(...) is null
130;805549774678196225;Entity Extraction;5;ElectionFraud;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;67;Error in reading value (type 4): rs.getBigInt(...) is null
904;805540007595294720;Entity Extraction;5;#Election2016;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;122;Error in reading value (type 4): rs.getBigInt(...) is null
255;805548508627476480;Entity Extraction;5;JillStein;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;117;Error in reading value (type 4): rs.getBigInt(...) is null
564;805540939716501504;Entity Extraction;5;https://t.co/sZaGOFoFDZ;en;URI/URL;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;67;Error in reading value (type 4): rs.getBigInt(...) is null
899;805540006764769280;Entity Extraction;5;#Election2016;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;122;Error in reading value (type 4): rs.getBigInt(...) is null
555;805543401944993792;Entity Extraction;5;Election2016;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;91;Error in reading value (type 4): rs.getBigInt(...) is null
260;805546884748210176;Entity Extraction;5;ht;en;WEAPON/CHEMICAL;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;137;Error in reading value (type 4): rs.getBigInt(...) is null
703;805540766433112064;Entity Extraction;5;today;en;Topic;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;38;3
698;805541003247677440;Entity Extraction;5;#Election2;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;2;Mon, 05 Dec 2016 05:19:07 GMT;129;Error in reading value (type 4): rs.getBigInt(...) is null
546;805542193574219777;Entity Extraction;5;realDonaldTrump;en;SOCIAL_MEDIA/ID_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;92;Error in reading value (type 4): rs.getBigInt(...) is null
265;805546691751358464;Entity Extraction;5;recount;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;48;Error in reading value (type 4): rs.getBigInt(...) is null
136;805547694949302272;Entity Extraction;5;election2016;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;69;Error in reading value (type 4): rs.getBigInt(...) is null
894;805540008018853889;Entity Extraction;5;#Election2016;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;122;Error in reading value (type 4): rs.getBigInt(...) is null
889;805540008094380032;Entity Extraction;5;#Election2016;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;122;Error in reading value (type 4): rs.getBigInt(...) is null
541;805540015589597184;Entity Extraction;5;#Election2016;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;122;Error in reading value (type 4): rs.getBigInt(...) is null
536;805540016839499777;Entity Extraction;5;#Election2016;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;122;Error in reading value (type 4): rs.getBigInt(...) is null
884;805540008333438976;Entity Extraction;5;#Election2016;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;122;Error in reading value (type 4): rs.getBigInt(...) is null
530;805541568388169729;Entity Extraction;5;Army;en;ORGANIZATION/GOVERNMENT;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;98;Error in reading value (type 4): rs.getBigInt(...) is null
519;805540015195336705;Entity Extraction;5;#Election2016;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;122;Error in reading value (type 4): rs.getBigInt(...) is null
276;805546328738725889;Entity Extraction;5;HillaryClinton;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;62;Error in reading value (type 4): rs.getBigInt(...) is null
50;805548441875136512;Entity Extraction;5;praise.-James;en;Sentiment;;;1;4;Mon, 05 Dec 2016 05:19:06 GMT;87;Error in reading value (type 4): rs.getBigInt(...) is null
692;805541012244303872;Entity Extraction;5;#Election2016;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;96;Error in reading value (type 4): rs.getBigInt(...) is null
514;805540015941877760;Entity Extraction;5;#Election2016;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;122;Error in reading value (type 4): rs.getBigInt(...) is null
509;805540018211078145;Entity Extraction;5;#Election2016;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;122;Error in reading value (type 4): rs.getBigInt(...) is null
5;805547576661516288;Entity Extraction;5;Election2016;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;87;Error in reading value (type 4): rs.getBigInt(...) is null
283;805546326339551232;Entity Extraction;5;HillaryClinton;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;62;Error in reading value (type 4): rs.getBigInt(...) is null
144;805547566955974660;Entity Extraction;5;Election2016;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;85;Error in reading value (type 4): rs.getBigInt(...) is null
974;805540006370521088;Entity Extraction;5;#Election2016;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;122;Error in reading value (type 4): rs.getBigInt(...) is null
969;805540000720748544;Entity Extraction;5;#Election2016;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;122;Error in reading value (type 4): rs.getBigInt(...) is null
964;805540000745996288;Entity Extraction;5;#Election2016;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;122;Error in reading value (type 4): rs.getBigInt(...) is null
879;805540008601890816;Entity Extraction;5;#Election2016;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;122;Error in reading value (type 4): rs.getBigInt(...) is null
874;805540008979402752;Entity Extraction;5;#Election2016;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;122;Error in reading value (type 4): rs.getBigInt(...) is null
683;805541314427166720;Entity Extraction;5;Mexicans;en;PEOPLE;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;43;Error in reading value (type 4): rs.getBigInt(...) is null
493;805543618085720064;Entity Extraction;5;https://t.co/0UrC9uc6Ju;en;URI/URL;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;52;Error in reading value (type 4): rs.getBigInt(...) is null
294;805546266788818944;Entity Extraction;5;https://t.co/5Z8oRUMKsr;en;URI/URL;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;83;Error in reading value (type 4): rs.getBigInt(...) is null
869;805540009000333312;Entity Extraction;5;#Election2016;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;122;Error in reading value (type 4): rs.getBigInt(...) is null
864;805540009201668097;Entity Extraction;5;#Election2016;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;122;Error in reading value (type 4): rs.getBigInt(...) is null
859;805540009398779904;Entity Extraction;5;#Election2016;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;122;Error in reading value (type 4): rs.getBigInt(...) is null
299;805546002920960001;Entity Extraction;5;Trump;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;59;Error in reading value (type 4): rs.getBigInt(...) is null
854;805540009432334336;Entity Extraction;5;#Election2016;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;122;Error in reading value (type 4): rs.getBigInt(...) is null
671;805541363345461248;Entity Extraction;5;today;en;Topic;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;38;3
63;805550732762083328;Entity Extraction;5;Frivolous;en;WeakNegativeSentiment;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;38;3
483;805543213331312640;Entity Extraction;5;Mistake - Despite Reports;en;Sentiment;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;49;Error in reading value (type 4): rs.getBigInt(...) is null
665;805541773414203392;Entity Extraction;5;King of Prussia;en;TITLE;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;69;Error in reading value (type 4): rs.getBigInt(...) is null
306;805545663450808322;Entity Extraction;5;ImStillWithHer;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;44;Error in reading value (type 4): rs.getBigInt(...) is null
163;805549985353891845;Entity Extraction;5;We need to know;en;Request;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;58;Error in reading value (type 4): rs.getBigInt(...) is null
18;805547470109503488;Entity Extraction;5;Election2016;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;87;Error in reading value (type 4): rs.getBigInt(...) is null
999;805540002767589376;Entity Extraction;5;#Election2016;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;122;Error in reading value (type 4): rs.getBigInt(...) is null
959;805540001832255489;Entity Extraction;5;#Election2016;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;122;Error in reading value (type 4): rs.getBigInt(...) is null
954;805540003229011968;Entity Extraction;5;#Election2016;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;122;Error in reading value (type 4): rs.getBigInt(...) is null
472;805543752190361601;Entity Extraction;5;violent;en;MajorProblem;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;73;4
849;805540007620395008;Entity Extraction;5;#Election2016;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;122;Error in reading value (type 4): rs.getBigInt(...) is null
844;805540009541451776;Entity Extraction;5;#Election2016;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;122;Error in reading value (type 4): rs.getBigInt(...) is null
658;805542390861680640;Entity Extraction;5;#Election2016;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;38;Error in reading value (type 4): rs.getBigInt(...) is null
464;805543850316070912;Entity Extraction;5;Budget To;en;Topic;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;65;4
318;805545660300795904;Entity Extraction;5;charlotte;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;50;Error in reading value (type 4): rs.getBigInt(...) is null
653;805540014675234817;Entity Extraction;5;#Election2016;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;122;Error in reading value (type 4): rs.getBigInt(...) is null
173;805549533212114946;Entity Extraction;5;hillaryclinton;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;83;Error in reading value (type 4): rs.getBigInt(...) is null
455;805543896138862592;Entity Extraction;5;ht;en;WEAPON/CHEMICAL;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;137;Error in reading value (type 4): rs.getBigInt(...) is null
839;805540009633644544;Entity Extraction;5;#Election2016;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;122;Error in reading value (type 4): rs.getBigInt(...) is null
834;805540009998630912;Entity Extraction;5;#Election2016;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;122;Error in reading value (type 4): rs.getBigInt(...) is null
325;805545604445327362;Entity Extraction;5;Hillary;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;53;Error in reading value (type 4): rs.getBigInt(...) is null
829;805540010111795200;Entity Extraction;5;#Election2016;en;SOCIAL_MEDIA/TOPIC_TWITTER;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;122;Error in reading value (type 4): rs.getBigInt(...) is null
646;805540933198639104;Entity Extraction;5;https://t.co/YeDp9gQwlv;en;URI/URL;;;1;1;Mon, 05 Dec 2016 05:19:07 GMT;68;Error in reading value (type 4): rs.getBigInt(...) is null
179;805548731135381504;Entity Extraction;5;conflicts& participated in the disregard;en;Sentiment;;;1;1;Mon, 05 Dec 2016 05:19:06 GMT;62;Error in reading value (type 4): rs.getBigInt(...) is null
